Lead_ID,Lead_Source,Industry,Company_Size,Budget,Interaction_Count,Response_Time,Location,Engagement_Score,Previous_Contact_History,Conversion_Probability_True,Conversion_Status,Lead_Value_Score,Interaction_Velocity,Engagement_Per_Interaction,High_Intent_Lead
LEAD1086,Email,Finance,Small,3500.0,6,5.4,Asia-Pacific,51,1,0.2373,1,1785.0,0.9375,7.285714285714286,0
LEAD1087,Cold Call,Retail,Large,104500.0,3,8.2,Europe,88,2,0.6208,1,91960.0,0.32608695652173914,22.0,0
LEAD1088,Website,Tech,Medium,42800.0,3,3.3,South America,64,0,0.6664,0,27392.0,0.6976744186046512,16.0,0
LEAD1089,Referral,Retail,Small,14500.0,5,13.3,Europe,60,0,0.817,1,8700.0,0.34965034965034963,10.0,0
LEAD1090,Website,Tech,Medium,24000.0,7,3.3,Middle East,50,0,0.6292,1,12000.0,1.627906976744186,6.25,0
LEAD1091,Referral,Finance,Large,24200.0,5,11.2,North America,90,1,0.9609,1,21780.0,0.4098360655737705,15.0,0
LEAD1092,Cold Call,Retail,Medium,6300.0,7,5.4,Europe,72,1,0.5363,0,4536.0,1.09375,9.0,0
LEAD1093,Cold Call,Finance,Small,6500.0,9,3.6,Asia-Pacific,75,1,0.7093,1,4875.0,1.956521739130435,7.5,0
LEAD1094,Email,Healthcare,Small,14700.0,8,14.3,North America,61,0,0.3881,1,8967.0,0.5228758169934641,6.777777777777778,0
LEAD1095,Website,Tech,Small,50500.0,9,40.4,South America,75,0,0.7886,1,37875.0,0.21739130434782608,7.5,0
LEAD1096,Website,Retail,Small,2200.0,6,24.5,Middle East,63,1,0.2573,0,1386.0,0.23529411764705882,9.0,0
LEAD1097,Website,Tech,Medium,32500.0,2,1.2,Europe,48,0,0.6028,0,15600.0,0.9090909090909091,16.0,0
LEAD1098,Website,Education,Medium,3200.0,6,7.4,North America,62,1,0.4778,1,1984.0,0.7142857142857143,8.857142857142858,0
LEAD1099,LinkedIn,Tech,Medium,15000.0,6,14.3,Europe,97,0,0.9286,1,14550.0,0.39215686274509803,13.857142857142858,0
LEAD1100,Email,Education,Large,22300.0,8,10.0,South America,59,1,0.6615,1,13157.0,0.7272727272727273,6.555555555555555,0
LEAD1101,Website,Finance,Small,25200.0,3,15.7,Europe,80,0,0.5831,0,20160.0,0.17964071856287425,20.0,0
LEAD1102,Referral,Retail,Large,3200.0,7,44.4,North America,79,0,0.7934,0,2528.0,0.15418502202643172,9.875,0
LEAD1103,LinkedIn,Finance,Medium,12800.0,7,5.1,Europe,66,0,0.6665,1,8448.0,1.1475409836065575,8.25,0
LEAD1104,LinkedIn,Manufacturing,Small,19500.0,4,17.8,North America,88,0,0.749,1,17160.0,0.2127659574468085,17.6,0
LEAD1105,Referral,Tech,Medium,3400.0,6,1.3,Asia-Pacific,12,1,0.6857,0,408.0,2.608695652173913,1.7142857142857142,0
LEAD1106,Website,Tech,Small,4900.0,8,24.6,North America,18,0,0.1404,0,882.0,0.3125,2.0,0
LEAD1107,Email,Finance,Medium,23800.0,5,18.2,Europe,90,2,0.9112,1,21420.0,0.2604166666666667,15.0,0
LEAD1108,LinkedIn,Tech,Medium,16700.0,4,8.9,Asia-Pacific,42,2,0.4645,1,7014.0,0.40404040404040403,8.4,0
LEAD1109,Cold Call,Tech,Small,5500.0,3,20.7,North America,57,0,0.1282,0,3135.0,0.1382488479262673,14.25,0
LEAD1110,Website,Manufacturing,Medium,17300.0,5,13.3,North America,90,0,0.872,0,15570.0,0.34965034965034963,15.0,0
LEAD1111,LinkedIn,Manufacturing,Medium,50800.0,9,9.7,North America,59,0,0.797,1,29972.0,0.8411214953271029,5.9,0
LEAD1112,Website,Finance,Small,2300.0,10,35.1,North America,89,0,0.7066,1,2047.0,0.27700831024930744,8.090909090909092,0
LEAD1113,Website,Manufacturing,Small,22600.0,12,1.8,North America,47,1,0.7667,1,10622.0,4.285714285714286,3.6153846153846154,0
LEAD1114,Email,Healthcare,Small,3500.0,5,48.0,Middle East,67,0,0.2913,0,2345.0,0.10204081632653061,11.166666666666666,0
LEAD1115,Email,Tech,Medium,2100.0,9,2.1,Asia-Pacific,56,1,0.6205,1,1176.0,2.903225806451613,5.6,0
LEAD1116,Email,Retail,Large,5300.0,3,8.0,South America,85,1,0.6075,0,4505.0,0.3333333333333333,21.25,0
LEAD1117,Website,Retail,Large,13000.0,3,3.3,Middle East,50,1,0.8503,1,6500.0,0.6976744186046512,12.5,0
LEAD1118,LinkedIn,Manufacturing,Medium,34400.0,9,3.9,North America,36,1,0.8247,1,12384.0,1.8367346938775508,3.6,0
LEAD1119,Website,Tech,Medium,8600.0,4,12.1,North America,46,1,0.5207,0,3956.0,0.3053435114503817,9.2,0
LEAD1120,Website,Retail,Small,21700.0,7,0.5,North America,47,1,0.5925,1,10199.0,4.666666666666667,5.875,0
LEAD1121,LinkedIn,Tech,Medium,12600.0,7,34.0,Asia-Pacific,42,2,0.369,1,5292.0,0.2,5.25,0
LEAD1122,Referral,Tech,Small,7300.0,7,4.0,Asia-Pacific,41,1,0.8691,1,2993.0,1.4,5.125,0
LEAD1123,LinkedIn,Tech,Small,16400.0,5,3.9,North America,77,0,0.8203,1,12628.0,1.0204081632653061,12.833333333333334,0
LEAD1124,LinkedIn,Manufacturing,Medium,33900.0,3,24.0,North America,83,0,0.7599,1,28137.0,0.12,20.75,0
LEAD1125,Cold Call,Education,Small,37700.0,5,17.5,Europe,63,0,0.1638,0,23751.0,0.2702702702702703,10.5,0
LEAD1126,Email,Retail,Medium,39500.0,8,13.5,Europe,42,0,0.4477,1,16590.0,0.5517241379310345,4.666666666666667,0
LEAD1127,Website,Healthcare,Medium,10300.0,6,2.0,South America,43,0,0.6097,1,4429.0,2.0,6.142857142857143,0
LEAD1128,Email,Finance,Small,33500.0,6,17.7,North America,14,0,0.157,0,4690.0,0.32085561497326204,2.0,0
LEAD1129,Email,Tech,Small,6800.0,6,5.5,South America,63,1,0.6184,1,4284.0,0.9230769230769231,9.0,0
LEAD1130,Website,Tech,Large,28800.0,5,48.0,Europe,41,0,0.5445,1,11808.0,0.10204081632653061,6.833333333333333,0
LEAD1131,Cold Call,Finance,Medium,61300.0,5,13.4,Asia-Pacific,84,0,0.5961,0,51492.0,0.3472222222222222,14.0,0
LEAD1132,Email,Retail,Small,2300.0,3,21.8,Middle East,27,0,0.0698,0,621.0,0.13157894736842105,6.75,0
LEAD1133,Website,Healthcare,Small,13600.0,5,16.0,South America,43,1,0.5122,1,5848.0,0.29411764705882354,7.166666666666667,0
LEAD1134,Website,Tech,Medium,22900.0,4,10.9,North America,53,1,0.8169,1,12137.0,0.3361344537815126,10.6,0
LEAD1135,Cold Call,Tech,Medium,26200.0,6,15.2,North America,64,2,0.6507,0,16768.0,0.3703703703703704,9.142857142857142,0
LEAD1136,Website,Tech,Small,5900.0,4,11.0,Europe,91,1,0.8614,1,5369.0,0.3333333333333333,18.2,0
LEAD1137,LinkedIn,Finance,Small,73600.0,7,0.7,Europe,28,0,0.4959,1,20608.0,4.11764705882353,3.5,0
LEAD1138,Email,Manufacturing,Large,21100.0,9,5.2,Europe,49,0,0.5502,0,10339.0,1.4516129032258065,4.9,0
LEAD1139,Email,Healthcare,Medium,5600.0,6,4.7,Middle East,26,0,0.2507,0,1456.0,1.0526315789473684,3.7142857142857144,0
LEAD1140,Email,Education,Large,2400.0,7,15.1,North America,71,0,0.3285,0,1704.0,0.43478260869565216,8.875,0
LEAD1141,LinkedIn,Finance,Medium,32600.0,3,10.4,Europe,42,1,0.2655,0,13692.0,0.2631578947368421,10.5,0
LEAD1142,Website,Finance,Large,3700.0,8,11.4,North America,53,0,0.7454,1,1961.0,0.6451612903225806,5.888888888888889,0
LEAD1143,Cold Call,Tech,Small,5000.0,5,22.6,South America,52,0,0.0639,0,2600.0,0.211864406779661,8.666666666666666,0
LEAD1144,Email,Education,Medium,19100.0,8,9.0,Middle East,57,1,0.4494,0,10887.0,0.8,6.333333333333333,0
LEAD1145,Website,Retail,Small,20500.0,4,3.1,Europe,52,0,0.5495,1,10660.0,0.9756097560975611,10.4,0
LEAD1146,LinkedIn,Tech,Medium,25200.0,8,0.3,North America,36,2,0.8296,1,9072.0,6.153846153846153,4.0,0
LEAD1147,LinkedIn,Healthcare,Small,12000.0,6,2.2,Asia-Pacific,57,2,0.6763,0,6840.0,1.875,8.142857142857142,0
LEAD1148,Cold Call,Finance,Small,31700.0,5,0.5,Asia-Pacific,39,1,0.3999,1,12363.0,3.3333333333333335,6.5,0
LEAD1149,LinkedIn,Healthcare,Large,75300.0,8,3.3,North America,71,0,0.8596,0,53463.0,1.8604651162790697,7.888888888888889,0
LEAD1150,LinkedIn,Manufacturing,Large,8300.0,6,12.2,South America,56,0,0.7358,1,4648.0,0.4545454545454546,8.0,0
LEAD1151,Cold Call,Healthcare,Small,26300.0,7,2.1,Middle East,34,0,0.1512,0,8942.0,2.258064516129032,4.25,0
LEAD1152,LinkedIn,Healthcare,Medium,54800.0,8,1.1,Europe,100,0,0.9175,1,54800.0,3.8095238095238093,11.11111111111111,1
LEAD1153,Cold Call,Tech,Small,25200.0,7,42.5,Europe,88,0,0.5029,0,22176.0,0.16091954022988506,11.0,0
LEAD1154,Cold Call,Tech,Small,24900.0,9,48.0,North America,100,0,0.5074,0,24900.0,0.1836734693877551,10.0,0
LEAD1155,Cold Call,Tech,Medium,7100.0,5,12.3,Europe,48,1,0.1877,0,3408.0,0.37593984962406013,8.0,0
LEAD1156,LinkedIn,Tech,Small,17300.0,8,1.5,Europe,38,0,0.666,1,6574.0,3.2,4.222222222222222,0
LEAD1157,Website,Retail,Large,18500.0,6,20.8,North America,71,1,0.783,1,13135.0,0.27522935779816515,10.142857142857142,0
LEAD1158,LinkedIn,Retail,Small,26100.0,6,9.4,North America,77,1,0.7488,1,20097.0,0.5769230769230769,11.0,0
LEAD1159,LinkedIn,Tech,Medium,117000.0,6,2.5,North America,59,2,0.8281,1,69030.0,1.7142857142857142,8.428571428571429,0
LEAD1160,Website,Education,Medium,2700.0,5,10.4,North America,13,1,0.1364,0,351.0,0.43859649122807015,2.1666666666666665,0
LEAD1161,LinkedIn,Tech,Small,3300.0,3,0.6,Europe,35,0,0.2109,0,1155.0,1.875,8.75,0
LEAD1162,Website,Finance,Small,3600.0,6,43.2,Europe,63,1,0.3244,0,2268.0,0.13574660633484162,9.0,0
LEAD1163,Website,Tech,Medium,29200.0,8,21.1,Europe,42,1,0.9204,1,12264.0,0.36199095022624433,4.666666666666667,0
LEAD1164,Cold Call,Finance,Medium,4900.0,5,3.7,North America,28,2,0.1671,0,1372.0,1.0638297872340425,4.666666666666667,0
LEAD1165,Website,Tech,Small,21500.0,7,6.6,Europe,50,1,0.4365,1,10750.0,0.9210526315789475,6.25,0
LEAD1166,LinkedIn,Finance,Medium,9900.0,5,6.1,Asia-Pacific,1,0,0.185,0,99.0,0.7042253521126761,0.16666666666666666,0
LEAD1167,LinkedIn,Finance,Small,14200.0,4,23.8,Europe,43,0,0.3825,0,6106.0,0.16129032258064516,8.6,0
LEAD1168,Email,Manufacturing,Small,6900.0,3,5.4,Middle East,46,1,0.1363,0,3174.0,0.46875,11.5,0
LEAD1169,Website,Tech,Small,42200.0,4,0.7,Europe,61,2,0.8744,1,25742.0,2.3529411764705883,12.2,0
LEAD1170,Website,Tech,Small,19600.0,6,3.0,Europe,66,2,0.8167,1,12936.0,1.5,9.428571428571429,0
LEAD1171,Cold Call,Tech,Medium,59900.0,12,3.0,North America,63,0,0.6496,1,37737.0,3.0,4.846153846153846,0
LEAD1172,Referral,Healthcare,Medium,19100.0,5,35.9,Asia-Pacific,73,1,0.9015,1,13943.0,0.13550135501355015,12.166666666666666,0
LEAD1173,Cold Call,Tech,Large,4600.0,7,31.0,South America,52,1,0.1983,0,2392.0,0.21875,6.5,0
LEAD1174,Website,Education,Medium,5700.0,9,4.4,Middle East,26,1,0.4818,0,1482.0,1.6666666666666665,2.6,0
LEAD1175,Cold Call,Healthcare,Large,92300.0,9,0.1,Middle East,56,0,0.7635,1,51688.0,8.181818181818182,5.6,0
LEAD1176,Email,Healthcare,Medium,27900.0,5,8.8,North America,37,1,0.3626,0,10323.0,0.5102040816326531,6.166666666666667,0
LEAD1177,LinkedIn,Healthcare,Medium,3000.0,13,19.2,Europe,28,1,0.2934,0,840.0,0.6435643564356436,2.0,0
LEAD1178,Website,Tech,Large,26300.0,8,3.9,Europe,67,0,0.9672,1,17621.0,1.6326530612244896,7.444444444444445,0
LEAD1179,LinkedIn,Tech,Medium,12600.0,2,7.0,Europe,27,1,0.1895,0,3402.0,0.25,9.0,0
LEAD1180,Email,Finance,Small,9300.0,2,2.4,North America,69,0,0.4054,1,6417.0,0.5882352941176471,23.0,0
LEAD1181,Referral,Healthcare,Medium,5300.0,8,4.9,South America,29,1,0.8397,0,1537.0,1.3559322033898304,3.2222222222222223,0
LEAD1182,Website,Tech,Large,38600.0,4,17.2,South America,49,0,0.7114,0,18914.0,0.21978021978021978,9.8,0
LEAD1183,Cold Call,Tech,Medium,3300.0,5,6.8,Europe,44,0,0.2099,0,1452.0,0.6410256410256411,7.333333333333333,0
LEAD1184,Referral,Manufacturing,Medium,8800.0,3,7.2,North America,78,0,0.73,1,6864.0,0.3658536585365854,19.5,0
LEAD1185,Website,Tech,Medium,9300.0,4,18.8,North America,67,1,0.7189,1,6231.0,0.20202020202020202,13.4,0
LEAD1186,Referral,Education,Large,5500.0,9,17.4,Asia-Pacific,39,1,0.8353,1,2145.0,0.48913043478260876,3.9,0
LEAD1187,Cold Call,Retail,Small,16200.0,5,2.6,North America,52,1,0.2221,0,8424.0,1.3888888888888888,8.666666666666666,0
LEAD1188,Website,Tech,Medium,2200.0,11,6.5,South America,82,0,0.7769,1,1804.0,1.4666666666666666,6.833333333333333,0
LEAD1189,Website,Tech,Small,9200.0,5,22.8,Asia-Pacific,85,0,0.7223,1,7820.0,0.21008403361344538,14.166666666666666,0
LEAD1190,Cold Call,Tech,Medium,56300.0,4,7.4,Europe,28,1,0.2233,0,15764.0,0.47619047619047616,5.6,0
LEAD1191,Website,Retail,Medium,9400.0,4,13.1,Europe,81,1,0.8238,1,7614.0,0.28368794326241137,16.2,0
LEAD1192,Email,Healthcare,Small,10900.0,4,4.5,North America,80,0,0.3886,0,8720.0,0.7272727272727273,16.0,0
LEAD1193,Website,Retail,Small,14800.0,6,0.8,Middle East,59,1,0.9335,1,8732.0,3.333333333333333,8.428571428571429,0
LEAD1194,Cold Call,Manufacturing,Medium,18500.0,6,2.3,Europe,53,0,0.4474,0,9805.0,1.8181818181818183,7.571428571428571,0
LEAD1195,Website,Retail,Small,35100.0,9,6.3,Middle East,44,1,0.5318,0,15444.0,1.2328767123287672,4.4,0
LEAD1196,LinkedIn,Tech,Small,6200.0,8,5.3,Europe,30,0,0.3617,1,1860.0,1.2698412698412698,3.3333333333333335,0
LEAD1197,Referral,Tech,Medium,43100.0,6,27.2,Asia-Pacific,62,1,0.8526,1,26722.0,0.2127659574468085,8.857142857142858,0
LEAD1198,Referral,Education,Small,30300.0,2,9.6,North America,52,2,0.4364,1,15756.0,0.18867924528301888,17.333333333333332,0
LEAD1199,Cold Call,Tech,Small,27600.0,5,11.9,Europe,64,0,0.3621,0,17664.0,0.38759689922480617,10.666666666666666,0
LEAD1200,Website,Tech,Large,3800.0,7,14.1,Asia-Pacific,64,1,0.8091,1,2432.0,0.4635761589403974,8.0,0
LEAD1201,LinkedIn,Retail,Small,2400.0,5,9.2,Asia-Pacific,100,0,0.8407,1,2400.0,0.4901960784313726,16.666666666666668,0
LEAD1202,Website,Finance,Small,20000.0,5,17.7,Asia-Pacific,79,2,0.8148,1,15800.0,0.26737967914438504,13.166666666666666,0
LEAD1203,Website,Manufacturing,Medium,41800.0,4,18.4,North America,66,0,0.7317,1,27588.0,0.2061855670103093,13.2,0
LEAD1204,Website,Retail,Medium,19600.0,4,5.3,Middle East,12,1,0.2356,0,2352.0,0.6349206349206349,2.4,0
LEAD1205,Email,Tech,Large,6800.0,4,1.2,Middle East,63,0,0.6959,1,4284.0,1.8181818181818181,12.6,0
LEAD1206,LinkedIn,Manufacturing,Large,3900.0,8,48.0,North America,87,0,0.666,1,3393.0,0.16326530612244897,9.666666666666666,0
LEAD1207,Cold Call,Tech,Medium,26100.0,9,12.4,Middle East,46,1,0.3241,1,12006.0,0.6716417910447761,4.6,0
LEAD1208,Email,Finance,Small,27600.0,7,14.9,North America,99,1,0.8172,1,27324.0,0.44025157232704404,12.375,0
LEAD1209,Website,Finance,Small,5800.0,7,17.1,Asia-Pacific,66,1,0.6478,0,3828.0,0.38674033149171266,8.25,0
LEAD1210,Referral,Tech,Small,2600.0,3,11.5,North America,61,0,0.6174,1,1586.0,0.24,15.25,0
LEAD1211,Email,Finance,Small,12500.0,10,7.7,Middle East,35,1,0.3182,1,4375.0,1.149425287356322,3.1818181818181817,0
LEAD1212,Email,Tech,Medium,19500.0,8,48.0,North America,85,0,0.6762,1,16575.0,0.16326530612244897,9.444444444444445,0
LEAD1213,Website,Finance,Medium,26500.0,6,15.7,Europe,38,1,0.5194,0,10070.0,0.3592814371257485,5.428571428571429,0
LEAD1214,LinkedIn,Finance,Small,35200.0,7,22.5,Europe,44,1,0.4818,0,15488.0,0.2978723404255319,5.5,0
LEAD1215,Cold Call,Retail,Medium,20900.0,5,7.1,North America,17,0,0.135,0,3553.0,0.617283950617284,2.8333333333333335,0
LEAD1216,Website,Education,Small,4400.0,7,28.3,Europe,73,2,0.4078,0,3212.0,0.23890784982935154,9.125,0
LEAD1217,Website,Tech,Small,25000.0,6,15.9,North America,67,2,0.796,1,16750.0,0.3550295857988166,9.571428571428571,0
LEAD1218,Cold Call,Finance,Medium,84900.0,6,16.6,Asia-Pacific,55,0,0.3773,1,46695.0,0.3409090909090909,7.857142857142857,0
LEAD1219,Cold Call,Finance,Small,49200.0,5,1.2,Middle East,70,0,0.5436,0,34440.0,2.2727272727272725,11.666666666666666,0
LEAD1220,Website,Tech,Small,43100.0,3,11.6,Asia-Pacific,68,1,0.4533,1,29308.0,0.2380952380952381,17.0,0
LEAD1221,Referral,Retail,Small,9200.0,6,5.0,South America,48,1,0.7332,1,4416.0,1.0,6.857142857142857,0
LEAD1222,Website,Retail,Small,29800.0,7,13.4,North America,39,0,0.1829,0,11622.0,0.4861111111111111,4.875,0
LEAD1223,Email,Tech,Medium,40100.0,5,10.2,North America,21,1,0.2046,0,8421.0,0.44642857142857145,3.5,0
LEAD1224,Referral,Finance,Large,24700.0,7,1.5,Europe,51,2,0.9066,1,12597.0,2.8,6.375,0
LEAD1225,Email,Tech,Small,7800.0,4,9.2,North America,29,0,0.1592,0,2262.0,0.3921568627450981,5.8,0
LEAD1226,Cold Call,Healthcare,Small,63500.0,9,7.3,Middle East,58,2,0.4499,1,36830.0,1.0843373493975903,5.8,0
LEAD1227,Email,Tech,Medium,14000.0,4,18.1,North America,52,2,0.6866,1,7280.0,0.20942408376963348,10.4,0
LEAD1228,Website,Manufacturing,Large,4800.0,6,8.5,South America,47,1,0.647,0,2256.0,0.631578947368421,6.714285714285714,0
LEAD1229,Referral,Retail,Small,4300.0,2,8.0,North America,76,0,0.62,0,3268.0,0.2222222222222222,25.333333333333332,0
LEAD1230,Email,Finance,Small,22900.0,10,15.4,Asia-Pacific,35,0,0.2715,0,8015.0,0.6097560975609757,3.1818181818181817,0
LEAD1231,LinkedIn,Healthcare,Medium,13500.0,4,13.4,North America,18,1,0.2489,1,2430.0,0.2777777777777778,3.6,0
LEAD1232,Website,Manufacturing,Medium,4000.0,3,48.0,North America,50,1,0.1141,1,2000.0,0.061224489795918366,12.5,0
LEAD1233,Website,Healthcare,Small,29000.0,11,5.3,Asia-Pacific,40,1,0.3445,0,11600.0,1.746031746031746,3.3333333333333335,0
LEAD1234,Website,Tech,Medium,34100.0,5,14.1,North America,57,1,0.6316,1,19437.0,0.33112582781456956,9.5,0
LEAD1235,Cold Call,Finance,Small,27800.0,7,2.3,Asia-Pacific,37,2,0.4024,0,10286.0,2.121212121212121,4.625,0
LEAD1236,Email,Education,Medium,6500.0,12,19.7,Europe,63,1,0.4987,0,4095.0,0.5797101449275363,4.846153846153846,0
LEAD1237,LinkedIn,Healthcare,Medium,25400.0,7,18.6,North America,36,2,0.4099,0,9144.0,0.3571428571428571,4.5,0
LEAD1238,Email,Retail,Large,2200.0,4,15.6,Middle East,35,1,0.3933,1,770.0,0.24096385542168672,7.0,0
LEAD1239,Referral,Education,Small,9300.0,5,1.6,Europe,67,0,0.5983,1,6231.0,1.923076923076923,11.166666666666666,0
LEAD1240,Website,Education,Small,12200.0,8,48.0,Asia-Pacific,54,0,0.2691,0,6588.0,0.16326530612244897,6.0,0
LEAD1241,LinkedIn,Manufacturing,Small,38100.0,5,34.4,Europe,31,0,0.091,0,11811.0,0.14124293785310735,5.166666666666667,0
LEAD1242,LinkedIn,Tech,Large,11900.0,8,5.6,Europe,36,1,0.662,1,4284.0,1.2121212121212122,4.0,0
LEAD1243,LinkedIn,Healthcare,Small,2200.0,6,10.4,North America,48,0,0.3723,1,1056.0,0.5263157894736842,6.857142857142857,0
LEAD1244,LinkedIn,Retail,Small,10700.0,8,26.5,North America,32,0,0.2091,0,3424.0,0.2909090909090909,3.5555555555555554,0
LEAD1245,LinkedIn,Retail,Small,15800.0,8,8.3,Europe,49,2,0.7085,0,7742.0,0.8602150537634408,5.444444444444445,0
LEAD1246,Cold Call,Healthcare,Medium,61500.0,2,11.1,Europe,50,3,0.2034,0,30750.0,0.1652892561983471,16.666666666666668,0
LEAD1247,Website,Tech,Small,58600.0,5,11.2,North America,37,0,0.4549,1,21682.0,0.4098360655737705,6.166666666666667,0
LEAD1248,Website,Retail,Small,6000.0,11,12.7,Asia-Pacific,68,0,0.8515,1,4080.0,0.8029197080291971,5.666666666666667,0
LEAD1249,LinkedIn,Retail,Small,6100.0,7,10.4,Asia-Pacific,35,1,0.1331,0,2135.0,0.6140350877192983,4.375,0
LEAD1250,Cold Call,Tech,Large,5600.0,11,6.3,North America,80,0,0.8334,1,4480.0,1.5068493150684932,6.666666666666667,0
LEAD1251,LinkedIn,Finance,Medium,33100.0,7,9.4,North America,51,1,0.7944,0,16881.0,0.673076923076923,6.375,0
LEAD1252,Email,Tech,Medium,2100.0,5,24.7,Europe,42,1,0.2079,0,882.0,0.19455252918287938,7.0,0
LEAD1253,Website,Finance,Large,4700.0,7,24.1,North America,66,0,0.4777,1,3102.0,0.2788844621513944,8.25,0
LEAD1254,Website,Tech,Large,17400.0,3,17.9,North America,56,1,0.4775,1,9744.0,0.15873015873015875,14.0,0
LEAD1255,Cold Call,Finance,Small,7700.0,6,6.5,North America,70,0,0.2778,1,5390.0,0.8,10.0,0
LEAD1256,Email,Healthcare,Large,3900.0,6,18.6,Middle East,15,2,0.288,0,585.0,0.3061224489795918,2.142857142857143,0
LEAD1257,Website,Healthcare,Small,10900.0,4,6.0,Asia-Pacific,65,1,0.4073,0,7085.0,0.5714285714285714,13.0,0
LEAD1258,Email,Retail,Small,8400.0,7,13.2,North America,45,2,0.511,1,3780.0,0.49295774647887325,5.625,0
LEAD1259,Website,Education,Large,16300.0,2,10.2,North America,56,0,0.3306,0,9128.0,0.17857142857142858,18.666666666666668,0
LEAD1260,Email,Tech,Small,79500.0,4,4.4,Asia-Pacific,53,0,0.5817,1,42135.0,0.7407407407407407,10.6,0
LEAD1261,Website,Tech,Small,4700.0,5,7.3,Europe,82,0,0.6261,0,3854.0,0.6024096385542168,13.666666666666666,0
LEAD1262,LinkedIn,Education,Small,11300.0,6,21.4,Asia-Pacific,18,2,0.1957,0,2034.0,0.26785714285714285,2.5714285714285716,0
LEAD1263,Website,Tech,Medium,55800.0,4,29.4,South America,87,1,0.8668,1,48546.0,0.13157894736842105,17.4,0
LEAD1264,Email,Manufacturing,Small,43900.0,2,2.9,Europe,69,1,0.5722,1,30291.0,0.5128205128205129,23.0,0
LEAD1265,Website,Education,Medium,12000.0,5,7.4,North America,58,0,0.4404,0,6960.0,0.5952380952380952,9.666666666666666,0
LEAD1266,Website,Healthcare,Large,26000.0,5,6.9,Asia-Pacific,26,0,0.3552,0,6760.0,0.6329113924050632,4.333333333333333,0
LEAD1267,Email,Manufacturing,Medium,3800.0,9,8.2,Middle East,22,0,0.1117,0,836.0,0.9782608695652175,2.2,0
LEAD1268,Email,Tech,Small,26900.0,7,45.2,Europe,44,1,0.3199,0,11836.0,0.15151515151515152,5.5,0
LEAD1269,Cold Call,Finance,Large,74100.0,2,8.9,Asia-Pacific,68,2,0.5105,0,50388.0,0.20202020202020202,22.666666666666668,0
LEAD1270,Website,Healthcare,Small,17400.0,7,21.4,North America,55,1,0.6326,1,9570.0,0.3125,6.875,0
LEAD1271,Cold Call,Finance,Small,15800.0,5,13.2,North America,67,0,0.1165,0,10586.0,0.35211267605633806,11.166666666666666,0
LEAD1272,LinkedIn,Manufacturing,Small,6100.0,4,1.5,Asia-Pacific,26,1,0.4962,0,1586.0,1.6,5.2,0
LEAD1273,LinkedIn,Tech,Medium,22100.0,3,14.4,South America,56,0,0.3779,1,12376.0,0.19480519480519481,14.0,0
LEAD1274,Website,Healthcare,Small,19900.0,6,12.6,Europe,77,1,0.5312,1,15323.0,0.4411764705882353,11.0,0
LEAD1275,Email,Healthcare,Small,23100.0,6,17.1,Asia-Pacific,84,0,0.4773,0,19404.0,0.3314917127071823,12.0,0
LEAD1276,Website,Retail,Small,2500.0,7,1.0,North America,30,1,0.4146,1,750.0,3.5,3.75,0
LEAD1277,Website,Tech,Small,17900.0,3,3.4,North America,48,1,0.4852,0,8592.0,0.6818181818181818,12.0,0
LEAD1278,Referral,Finance,Medium,20100.0,4,17.7,Europe,48,1,0.7314,1,9648.0,0.21390374331550802,9.6,0
LEAD1279,Website,Education,Medium,6700.0,1,5.7,North America,42,0,0.112,0,2814.0,0.14925373134328357,21.0,0
LEAD1280,Email,Tech,Medium,6700.0,7,29.1,Europe,73,0,0.5577,1,4891.0,0.23255813953488372,9.125,0
LEAD1281,Cold Call,Education,Small,8500.0,8,8.8,North America,100,0,0.706,1,8500.0,0.8163265306122448,11.11111111111111,0
LEAD1282,Cold Call,Healthcare,Small,26900.0,4,0.1,Asia-Pacific,33,1,0.4599,0,8877.0,3.6363636363636362,6.6,0
LEAD1283,Email,Retail,Large,20600.0,8,14.5,Asia-Pacific,63,0,0.4823,0,12978.0,0.5161290322580645,7.0,0
LEAD1284,Website,Retail,Small,39400.0,8,8.7,Europe,61,2,0.8134,1,24034.0,0.8247422680412372,6.777777777777778,0
LEAD1285,Website,Tech,Large,9000.0,6,4.7,North America,61,2,0.7458,1,5490.0,1.0526315789473684,8.714285714285714,0
LEAD1286,Email,Healthcare,Small,50600.0,6,0.3,Europe,82,0,0.9435,1,41492.0,4.615384615384615,11.714285714285714,1
LEAD1287,Website,Education,Large,29200.0,5,2.8,Middle East,62,1,0.8524,1,18104.0,1.3157894736842106,10.333333333333334,0
LEAD1288,Email,Finance,Small,12100.0,6,2.2,Europe,12,1,0.3275,0,1452.0,1.875,1.7142857142857142,0
LEAD1289,Website,Manufacturing,Small,4000.0,3,10.6,North America,26,0,0.0954,0,1040.0,0.25862068965517243,6.5,0
LEAD1290,Website,Finance,Medium,7900.0,5,17.7,North America,34,0,0.4216,0,2686.0,0.26737967914438504,5.666666666666667,0
LEAD1291,Email,Tech,Medium,64800.0,7,3.3,North America,40,0,0.5197,1,25920.0,1.627906976744186,5.0,0
LEAD1292,Website,Finance,Small,9400.0,6,14.5,North America,52,1,0.6862,1,4888.0,0.3870967741935484,7.428571428571429,0
LEAD1293,Email,Manufacturing,Medium,10000.0,5,27.7,Asia-Pacific,51,0,0.295,0,5100.0,0.17421602787456447,8.5,0
